t,pressure,temperature,density
0.0025700000000000167,101325.0,476.351565730047,0.7411517162680661
0.002571000000000017,101325.0,476.4328217856983,0.7410253121616542
0.002572000000000017,101325.0,476.5140880952785,0.7408989352214348
0.002573000000000017,101325.0,476.59536465910304,0.7407725854411782
0.0025740000000000172,101325.0,476.67665147748704,0.7406462628146556
0.0025750000000000174,101325.0,476.7579485507453,0.7405199673356404
0.0025760000000000175,101325.0,476.83925587919225,0.7403936989979076
0.0025770000000000176,101325.0,476.92057346314203,0.7402674577952332
0.0025780000000000178,101325.0,477.00190130290844,0.7401412437213953
0.002579000000000018,101325.0,477.0832393988049,0.7400150567701734
0.002580000000000018,101325.0,477.16458775114455,0.7398888969353489
0.002581000000000018,101325.0,477.2459463602402,0.7397627642107045
0.0025820000000000183,101325.0,477.3273152264044,0.739636658590024
0.0025830000000000184,101325.0,477.40869434994914,0.739510580067094
0.0025840000000000186,101325.0,477.4900837311863,0.7393845286357016
0.0025850000000000187,101325.0,477.57148337042736,0.7392585042896359
0.002586000000000019,101325.0,477.6528932679834,0.7391325070226877
0.002587000000000019,101325.0,477.73431342416535,0.7390065368286491
0.002588000000000019,101325.0,477.8157438392836,0.7388805937013142
0.0025890000000000192,101325.0,477.89718451364826,0.738754677634478
0.0025900000000000194,101325.0,477.9786354475692,0.7386287886219378
0.0025910000000000195,101325.0,478.0600966413559,0.7385029266574922
0.0025920000000000196,101325.0,478.1415680953175,0.7383770917349411
0.0025930000000000198,101325.0,478.2230498097628,0.7382512838480867
0.00259400000000002,101325.0,478.3045417850003,0.7381255029907319
0.00259500000000002,101325.0,478.38604402133814,0.7379997491566819
0.00259600000000002,101325.0,478.4675565190841,0.737874022339743
0.0025970000000000203,101325.0,478.5490792785457,0.7377483225337232
0.0025980000000000204,101325.0,478.6306123000301,0.7376226497324325
0.0025990000000000206,101325.0,478.71215558384415,0.7374970039296821
0.0026000000000000207,101325.0,478.79370913029425,0.7373713851192846
0.002601000000000021,101325.0,478.8752729396866,0.7372457932950542
0.002602000000000021,101325.0,478.95684701232705,0.7371202284508073
0.002603000000000021,101325.0,479.038431348521,0.7369946905803614
0.0026040000000000212,101325.0,479.12002594857364,0.7368691796775353
0.0026050000000000214,101325.0,479.2016308127898,0.7367436957361501
0.0026060000000000215,101325.0,479.2832459414739,0.7366182387500276
0.0026070000000000216,101325.0,479.36487133493017,0.7364928087129923
0.0026080000000000218,101325.0,479.4465069934624,0.736367405618869
0.002609000000000022,101325.0,479.52815291737403,0.7362420294614852
0.002610000000000022,101325.0,479.60980910696827,0.7361166802346691
0.002611000000000022,101325.0,479.6914755625479,0.7359913579322511
0.0026120000000000223,101325.0,479.7731522844154,0.7358660625480627
0.0026130000000000224,101325.0,479.8548392728729,0.7357407940759376
0.0026140000000000226,101325.0,479.9365365282222,0.7356155525097103
0.0026150000000000227,101325.0,480.01824405076474,0.7354903378432173
0.002616000000000023,101325.0,480.0999618408017,0.7353651500702967
0.002617000000000023,101325.0,480.1816898986339,0.7352399891847881
0.002618000000000023,101325.0,480.2634282245618,0.7351148551805327
0.0026190000000000232,101325.0,480.3451768188855,0.7349897480513731
0.0026200000000000234,101325.0,480.4269356819048,0.7348646677911536
0.0026210000000000235,101325.0,480.50870481391917,0.7347396143937202
0.0026220000000000236,101325.0,480.5904842152278,0.7346145878529202
0.0026230000000000238,101325.0,480.67227388612935,0.7344895881626027
0.002624000000000024,101325.0,480.75407382692237,0.7343646153166181
0.002625000000000024,101325.0,480.8358840379049,0.7342396693088188
0.002626000000000024,101325.0,480.9177045193748,0.7341147501330585
0.0026270000000000243,101325.0,480.9995352716295,0.7339898577831923
0.0026280000000000244,101325.0,481.0813762949661,0.7338649922530769
0.0026290000000000245,101325.0,481.16322758968136,0.733740153536571
0.0026300000000000247,101325.0,481.2450891560717,0.7336153416275346
0.002631000000000025,101325.0,481.32696099443325,0.733490556519829
0.002632000000000025,101325.0,481.40884310506175,0.7333657982073175
0.002633000000000025,101325.0,481.49073548825265,0.7332410666838646
0.002634000000000025,101325.0,481.57263814430104,0.7331163619433366
0.0026350000000000253,101325.0,481.6545510735017,0.7329916839796013
0.0026360000000000255,101325.0,481.73647427614895,0.732867032786528
0.0026370000000000256,101325.0,481.818407752537,0.7327424083579878
0.0026380000000000257,101325.0,481.9003515029595,0.7326178106878528
0.002639000000000026,101325.0,481.98230552770985,0.7324932397699974
0.002640000000000026,101325.0,482.06426982708115,0.732368695598297
0.002641000000000026,101325.0,482.1462444013661,0.7322441781666288
0.0026420000000000263,101325.0,482.22822925085717,0.7321196874688716
0.0026430000000000264,101325.0,482.3102243758463,0.7319952234989054
0.0026440000000000265,101325.0,482.3922297766253,0.7318707862506124
0.0026450000000000267,101325.0,482.4742454534855,0.7317463757178759
0.002646000000000027,101325.0,482.55627140671794,0.7316219918945807
0.002647000000000027,101325.0,482.6383076366133,0.7314976347746134
0.002648000000000027,101325.0,482.72035414346203,0.7313733043518621
0.002649000000000027,101325.0,482.8024109275541,0.7312490006202161
0.0026500000000000273,101325.0,482.8844779891792,0.7311247235735672
0.0026510000000000275,101325.0,482.9665553286266,0.7310004732058074
0.0026520000000000276,101325.0,483.04864294618545,0.7308762495108317
0.0026530000000000277,101325.0,483.13074084214435,0.7307520524825355
0.002654000000000028,101325.0,483.2128490167916,0.7306278821148161
0.002655000000000028,101325.0,483.29496747041526,0.7305037384015728
0.002656000000000028,101325.0,483.3770962033029,0.7303796213367059
0.0026570000000000283,101325.0,483.45923521574196,0.7302555309141175
0.0026580000000000284,101325.0,483.5413845080193,0.7301314671277113
0.0026590000000000285,101325.0,483.6235440804216,0.7300074299713921
0.0026600000000000287,101325.0,483.7057139332352,0.7298834194390671
0.002661000000000029,101325.0,483.787894066746,0.7297594355246442
0.002662000000000029,101325.0,483.8700844812396,0.7296354782220332
0.002663000000000029,101325.0,483.9522851770013,0.7295115475251458
0.002664000000000029,101325.0,484.034496154316,0.7293876434278946
0.0026650000000000293,101325.0,484.1167174134684,0.7292637659241942
0.0026660000000000295,101325.0,484.19894895474266,0.7291399150079606
0.0026670000000000296,101325.0,484.28119077842274,0.7290160906731111
0.0026680000000000297,101325.0,484.3634428847922,0.7288922929135653
0.00266900000000003,101325.0,484.4457052741343,0.7287685217232434
0.00267000000000003,101325.0,484.52797794673194,0.7286447770960677
0.00267100000000003,101325.0,484.61026090286765,0.728521059025962
0.0026720000000000303,101325.0,484.6925541428236,0.7283973675068516
0.0026730000000000304,101325.0,484.77485766688176,0.7282737025326634
0.0026740000000000305,101325.0,484.8571714753236,0.7281500640973256
0.0026750000000000307,101325.0,484.9394955684303,0.7280264521947684
0.002676000000000031,101325.0,485.02182994648274,0.7279028668189228
0.002677000000000031,101325.0,485.1041746097614,0.7277793079637224
0.002678000000000031,101325.0,485.1865295585465,0.7276557756231011
0.002679000000000031,101325.0,485.26889479311785,0.7275322697909957
0.0026800000000000313,101325.0,485.3512703137549,0.7274087904613432
0.0026810000000000314,101325.0,485.4336561207368,0.7272853376280831
0.0026820000000000316,101325.0,485.5160522143424,0.7271619112851562
0.0026830000000000317,101325.0,485.59845859485006,0.7270385114265046
0.002684000000000032,101325.0,485.680875262538,0.726915138046072
0.002685000000000032,101325.0,485.76330221768393,0.7267917911378039
0.002686000000000032,101325.0,485.8457394605653,0.7266684706956472
0.0026870000000000322,101325.0,485.9281869914592,0.7265451767135505
0.0026880000000000324,101325.0,486.01064481064236,0.7264219091854632
0.0026890000000000325,101325.0,486.0931129183912,0.7262986681053374
0.0026900000000000326,101325.0,486.17559131498183,0.7261754534671255
0.0026910000000000328,101325.0,486.2580800006899,0.7260522652647828
0.002692000000000033,101325.0,486.34057897579083,0.7259291034922648
0.002693000000000033,101325.0,486.42308824055965,0.7258059681435296
0.002694000000000033,101325.0,486.50560779527103,0.7256828592125358
0.0026950000000000333,101325.0,486.58813764019936,0.7255597766932447
0.0026960000000000334,101325.0,486.67067777561857,0.7254367205796183
0.0026970000000000336,101325.0,486.7532282018024,0.7253136908656204
0.0026980000000000337,101325.0,486.83578891902414,0.7251906875452162
0.002699000000000034,101325.0,486.91835992755676,0.7250677106123727
0.002700000000000034,101325.0,487.00094122767285,0.7249447600610583
0.002701000000000034,101325.0,487.08353281964474,0.7248218358852428
0.0027020000000000342,101325.0,487.1661347037444,0.724698938078898
0.0027030000000000344,101325.0,487.24874688024335,0.7245760666359963
0.0027040000000000345,101325.0,487.3313693494129,0.7244532215505125
0.0027050000000000346,101325.0,487.414002111524,0.7243304028164227
0.0027060000000000348,101325.0,487.49664516684714,0.7242076104277044
0.002707000000000035,101325.0,487.57929851565257,0.7240848443783366
0.002708000000000035,101325.0,487.6619621582102,0.7239621046623002
0.002709000000000035,101325.0,487.74463609478954,0.7238393912735772
0.0027100000000000353,101325.0,487.82732032565974,0.7237167042061512
0.0027110000000000354,101325.0,487.91001485108967,0.7235940434540076
0.0027120000000000356,101325.0,487.99271967134786,0.723471409011133
0.0027130000000000357,101325.0,488.07543478670243,0.7233488008715158
0.002714000000000036,101325.0,488.15816019742124,0.7232262190291455
0.002715000000000036,101325.0,488.2408959037717,0.7231036634780137
0.002716000000000036,101325.0,488.3236419060209,0.7229811342121134
0.0027170000000000362,101325.0,488.4063982044357,0.7228586312254386
0.0027180000000000364,101325.0,488.48916479928243,0.7227361545119854
